,v1,v2
4010,1,please call customer service representative freephone 0808 145 4742 9am-11pm guaranteed å£1000 cash å£5000 prize!
4011,0,discussed mother ah?
4012,0,ok.
4013,0,"sorry, can't text &amp; drive coherently, see twenti"
4014,1,receiving week's triple echo ringtone shortly. enjoy it!
4015,0,place get rooms cheap:-)
4016,0,eek that's lot time especially since american pie like 8 minutes long. can't stop singing it.
4017,0,"\gran onlyfound afew days ago.cusoon honi\"""""
4018,1,"u've selected stay 1 250 top british hotels - nothing! holiday valued å£350! dial 08712300220 claim - national rate call. bx526, sw73ss"
4019,0,university southern california.
4020,0,pick rayan macleran there.
4021,0,u gd lor go shopping got stuff do. u wan 2 watch infernal affairs not? come lar...
4022,0,well. balls. time make cal
4023,0,wat time ì_ wan today?
4024,0,&lt;#&gt; mca. conform.
4025,0,oh ok.. wat's ur email?
4026,0,"yes, princess. going make moan?"
4027,0,lol ok remember til last nit
4028,0,"[û_] anyway, many good evenings u!"
4029,0,"cool, i'll text"
4030,0,"sorry vikky, i'm watching olave mandara movie kano trishul theatre wit frnds.."
4031,0,i'm happy babe ! woo hoo party dude!
4032,0,taking italian food. pretty dress panties? :)
4033,0,wot u 2? thout u gonna call me!! txt bak luv k
4034,1,chosen receive å£350 award! pls call claim number 09066364311 collect award selected receive valued mobile customer.
4035,0,holding up?
4036,0,dont flatter yourself... tell man mine two pints carlin ten minutes please....
4037,0,hope scared!
4038,0,cant pick phone right now. pls send messag
4039,0,i'm home n ready...
4040,1,please call customer service representative freephone 0808 145 4742 9am-11pm guaranteed å£1000 cash å£5000 prize!
4041,0,time u get out?
4042,0,literally bed like &lt;#&gt; hour
4043,0,"yes, reg ciao!"
4044,0,mean website. yes.
4045,1,win å£1000 cash prize prize worth å£5000
4046,1,"thanks ringtone order, reference number x49.your mobile charged 4.50. tone arrive please call customer services 09065989182"
4047,0,lol could starve lose pound end day.
4048,0,yeah that's impression got
4049,0,ok ok take care. understand.
4050,0,"motivate behind every darkness, shining light waiting find it... behind every best friend, always trust love... bslvyl"
4051,0,"ya ok, dinner?"
4052,0,slept time.you there?
4053,0,dont make ne plans nxt wknd coz wants us come ok
4054,0,school starting. stay. what's weather like. food. social support system like friends school. things important.
4055,0,"ha ha nan yalrigu heltini..iyo kothi chikku, u shared many things wit me..so far told body even uttered word abt u.. ur trusting much tell others.. plz nxt time dont use words me..ok, chikku:-);-)b-)"
4056,0,noice. text
4057,0,hi di yijue we're meeting 7 pm esaplanade tonight.
4058,1,moby pub quiz.win å£100 high street prize u know new duchess cornwall be? txt first name 82277.unsub stop å£1.50 008704050406 sp
4059,1,"weeks savamob member offers accessible. call 08709501522 details! savamob, pobox 139, la3 2wu. å£1.50/week. savamob - offers mobile!"
4060,0,"aight i've set free, think could text blake's address? occurs i'm quite sure i'm thought"
4061,0,hi dear saw dear. happy. battery low
4062,0,you. ages. how's abj
4063,0,prof: passed papers sem congrats . . . . student: enna kalaachutaarama..!! prof:???? gud mrng!
4064,0,dont kick coco he'
4065,0,fyi i'm gonna call sporadically starting like &lt;#&gt; bc doin shit
4066,1,"contacted dating service someone know! find is, call mobile landline 09064017305 pobox75ldns7"
4067,1,tbs/persolvo. chasing us since sept forå£38 definitely paying thanks information. ignore them. kath. manchester.
4068,0,hope youåõre much fun without me!! see u tomorrow love jess x
4069,0,ok wont call disturb one. know avoiding me. burden
4070,0,i've reached home n bathe liao... u call now...
4071,1,loans purpose even bad credit! tenants welcome. call noworriesloans.com 08717111821
4072,0,actual exam harder nbm
4073,0,lot sickness thing going round. take easy. hope u feel better soon. lol
4074,0,"god picked flower dippeditinadew, lovingly touched itwhichturnedinto u, gifted tomeandsaid,this friend 4u"
4075,1,87077: kick new season 2wks free goals & news ur mobile! txt ur club name 87077 eg villa 87077
4076,0,hey sathya till dint meet even single time saw situation sathya.
4077,0,gam gone outstanding innings.
4078,0,played smash bros &lt;#&gt; religiously.
4079,0,"sir, good morning. hope good weekend. called let know able raise &lt;#&gt; dad. however said would make rest available mid feb. amount still quite short hoping would help. good day. abiola"
4080,0,hurry home. soup done!
4081,0,no. check rooms befor act
4082,0,"good afternoon, love. good see words ym get tm. smart move, slave ... *smiles* ... drink coffee await you."
4083,0,quite ok bit ex... u better go eat smth else i'll feel guilty...
4084,1,"orange brings ringtones time chart heroes, free hit week! go ringtones & pics wap. stop receiving tips reply stop."
4085,0,lemme know
4086,1,private! 2003 account statement 07973788240 shows 800 un-redeemed s. i. m. points. call 08715203649 identifier code: 40533 expires 31/10/04
4087,0,needs stop going bed make fucking d
4088,0,"you, love ? brother ? time talk english ? *grins* say : hey muhommad, penny says hello across sea"
4089,1,tried call reply sms video mobile 750 mins unlimited text + free camcorder reply call 08000930705
4090,0,"hey doc pls want get nice shirt hubby nice fiting ones budget &lt;#&gt; k help pls load card abi hw,keep posted luv. 2 mj"
4091,0,remain unconvinced elaborate test willpow
4092,0,"\life nothing wen v get everything\"". \""life everything wen v miss something \"". real value people wil realized absence.... gud mrng"""
4093,0,you? miss you!
4094,0,ain't answerin phone actually pretty reasonable hour i'm sleepi
4095,0,"hey , * rite u put åè10 evey mnth all?"
4096,0,going bed prin
4097,0,think û_thanks see tomo
4098,0,u dun drive go 2 sch.
4099,0,home lei...
4100,1,gsoh? good spam ladies?u could b male gigolo? 2 join uk's fastest growing mens club reply oncall. mjzgroup. 08714342399.2stop reply stop. msg@å£1.50rcvd
4101,0,ok come ur home half hour
4102,1,u secret admirer looking 2 make contact u-find r*reveal thinks ur special-call 09058094599
4103,0,u hav frnd name ashwini ur college?
4104,0,jus finish lunch way home lor... tot u dun wan 2 stay sch today...
4105,0,k 2marrow coming class.
4106,1,"hot live fantasies call 08707500020 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 national rate cal"
4107,0,pls send address sir.
4108,0,want lick pussy now...
4109,0,"yo, gonna still stock tomorrow/today? i'm trying get dubsack"
4110,1,urgent! mobile number awarded <ukp>2000 prize guaranteed. call 09061790125 landline. claim 3030. valid 12hrs 150ppm
4111,0,"i'll see, prolly yeah"
4112,0,thought could go dinner. i'll treat you! seem ok?
4113,0,? ? stand away ? heart ache without ? wonder ? crave ?
4114,0,sorry. never hear unless book it. one kinda joke--thet really looking skinny white girls. one line--you much camera that. something like they're casting look.
4115,0,doing?how you?
4116,0,"sure thing big man. hockey elections 6, shouldnû÷t go longer hour though"
4117,0,watch lor. saw swatch one thk quite ok. ard 116 need 2nd opinion leh...
4118,0,hiya u like hlday pics looked horrible took mo out! hows camp amrca thing? speak soon serena:)
4119,0,"babe! goes day ? ? miss already, love ... * loving kiss* ... hope everything goes well."
4120,0,yunny... i'm goin l
4121,0,doc prescribed morphine cause pain meds enough. waiting mom bring it. med kick fast i'm gonna try lat
4122,0,"cool, want go kappa meet outside mu"
4123,0,"hey sexy buns ! told ? adore you, loverboy. hope remember thank sister law meatballs *grins* ... love you, bab"
4124,0,may b approve panalam...but posts..
4125,1,"spjanuary male sale! hot gay chat cheaper, call 08709222922. national rate 1.5p/min cheap 7.8p/min peak! stop texts call 08712460324 (10p/min)"
4126,0,"sorry, i'll call lat"
4127,0,dont thnk wrong calling u
4128,0,i'm workin. get job...
4129,0,done mean
4130,0,\its ur luck love someone. ur fortune love one loves u.
4131,0,hi baby ive got back work wanting see u allday! hope didnt piss u phone today. u give call xxx
4132,1,freemsg today's day ready! i'm horny & live town. love sex fun & games! netcollex ltd 08700621170150p per msg reply stop end
4133,0,yahoo boys bring perf? legal.
4134,0,need say anything me. know outsid
4135,0,ever one foot before?
4136,0,got &lt;#&gt;
4137,0,"good! no, donû÷t need receiptsûówell done! (û_) yes, please tell . whatû÷s number, could r"
4138,0,"ever green quote ever told jerry cartoon \a person irritates u always one loves u vry much fails express it...!..!! :-) :-) gud nyt"""
4139,0,leave wif lar... ìï wan carry meh heavy... da num 98321561 familiar ì_?
4140,0,beautiful truth : expression face could seen everyone... depression heart could understood loved ones.. gud ni8;-)
4141,0,infact happy new year. se
4142,1,"simpsons movie released july 2007 name band died start film? a-green day, b-blue day, c-red day. (send a, b c)"
4143,0,that's shame! maybe cld meet hrs tomo?
4144,0,lol would despite cramps like girl.
4145,0,canåõt wait cornwall. hope tonight isnåõt bad well itåõs rock night shite. anyway iåõm going kip good night. speak soon.
4146,0,pls help tell sura i'm expecting battery hont. pls send message download movies. thank
4147,1,please call amanda regard renewing upgrading current t-mobile handset free charge. offer ends today. tel 0845 021 3680 subject t's c'
4148,0,"found way get another app phone, eh ? go net cafe ? take job? geeee need babe. crave see ..."
4149,0,work mon thurs sat cant leh... booked liao... day u free?
4150,0,ìï comin fetch us oredi...
4151,0,what's nannys address?
4152,1,"urgent!! 4* costa del sol holiday å£5000 await collection. call 09050090044 toclaim. sae, tc s, pobox334, stockport, sk38xh, costå£1.50/pm, max10min"
4153,0,haf u eaten? wat time u wan 2 come?
4154,1,want new video phone? 750 anytime network mins? half price line rental free text 3 months? reply call 08000930705 free deliveri
4155,0,"yo, call get chance, friend mine wanted ask big ord"
4156,0,single single answers fighting? plus said broke didnt repli
4157,0,certainly puts things perspective something like happen
4158,0,got tv 2 watch meh? u work today?
4159,0,felt so...not conveying reason.. ese he... me?
4160,1,mobile 11 months more? u r entitled update latest colour mobiles camera free! call mobile update co free 08002986030
4161,0,how's going? got exciting karaoke type activities planned? i'm debating whether play football eve. feeling lazy though.
4162,0,told coming wednesday.
4163,0,"ok, called mom instead fun"
4164,1,"dear voucher holder, claim weeks offer, pc please go http://www.wtlp.co.uk/text. ts&cs apply."
4165,0,well i'm desperate i'll call armand
4166,0,work right ?
4167,1,congrats! nokia 3650 video camera phone call 09066382422 calls cost 150ppm ave call 3mins vary mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx
4168,0,heard anything he's answering texts i'm guessing flaked. said jb fantast
4169,0,"mmmmmm ... love you,so much, ahmad ... can't wait year begin every second takes closer side. happy new year, love!!"
4170,0,pls what's full name joke's school cos fees university florida seem actually &lt;#&gt; k. pls holla back
4171,0,"sorry, i'll call lat"
4172,0,ok... said i've got wisdom teeth hidden inside n mayb need 2 remove.
4173,0,pls pls drink plenty plenty wat
4174,0,doing. how's queen. going royal wed
4175,0,he's lag. that's sad part keep touch thanks skyp
4176,0,ok lor go tog lor...
4177,0,two teams waiting play
4178,0,ì_ send copy da report?
4179,0,"swhrt u dey,hope ur ok, tot u 2day.love n miss.take care."
4180,0,"ok da, already planned. wil pick you."
4181,1,"urgent! please call 0906346330. abta complimentary 4* spanish holiday å£10,000 cash await collection sae t&cs box 47 po19 2ez 150ppm 18+"
4182,0,"sorry, i'll call later meet"
4183,0,really need shit tomorrow know awake like 6
4184,0,i'm good. registered vote?
4185,0,"hmm ok, i'll stay like hour cos eye really sore!"
4186,0,dear got bus directly calicut
4187,0,mm umma ask vava also come tell play later togeth
4188,0,"well general price &lt;#&gt; /oz, let know if/when/how much w"
4189,0,"sorry, i'll call lat"
4190,0,"moment day,has value-morning brings hope,afternoon brings faith,evening brings luv,night brings rest,wish u find today.good morn"
4191,0,&lt;#&gt; w jetton ave forgot
4192,0,ok i'm coming home now.
4193,0,use foreign stamps country.
4194,1,"double mins txts 4 6months free bluetooth orange. available sony, nokia motorola phones. call mobileupd8 08000839402 call2optout/n9dx"
4195,0,"sorry, lot friend-of-a-friend stuff, i'm talk actual guy wants buy"
4196,1,free 1st week! no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+
4197,1,"want funk ur fone weekly new tone reply tones2u 2 text. www.ringtones.co.uk, original n best. tones 3gbp network operator rates appli"
4198,1,"cmon babe, make horny, *turn* on! txt fantasy babe -) im hot, sticky need now. replies cost å£1.50. 2 cancel send stop"
4199,0,come tomorrow di
4200,0,wylie update: weed dealer carlos went freedom class lunsford
4201,0,happy baby ? alright ? take job ? hope fine. send kiss make smile across sea ... *kiss* *kiss*
4202,0,c movie juz last minute decision mah. juz watch 2 lar tot ì_ interested.
4203,0,enjoying semester? take care brother.
4204,1,important information 4 orange user 0796xxxxxx. today ur lucky day!2 find log onto http://www.urawinner.com there's fantastic prizeawaiting you!
4205,0,"get door, i'm"
4206,0,"lets use next week, princess :)"
4207,0,go home first lar ì_ wait 4 lor.. put stuff first..
4208,0,want kfc tuesday. buy 2 meals 2. gravy. 2 mark. 2!
4209,0,da:)he stupid da..always sending like this:)don believe message.pandy mental:)
4210,0,oi gonna r
4211,1,missed call alert. numbers called left message. 07008009200
4212,0,attended nothing there.
4213,0,ard 530 like dat lor. juz meet mrt station ì_ dun haf come out.
4214,0,dear sleeping :-p
4215,0,er mw im filled tuth aight
4216,0,office around 4 pm. going hospital.
4217,0,actually i'm waiting 2 weeks start putting ad.
4218,0,anything lor go go lor...
4219,0,u free sat rite? u wan 2 watch infernal affairs wif n darren n mayb xy?
4220,0,"plz note: anyone calling mobile co. &amp; asks u type # &lt;#&gt; # &lt;#&gt; . so. disconnect call,coz iz attempt 'terrorist' make use sim card no. itz confirmd nokia n motorola n verified cnn ibn."
4221,0,yo around? friend mine's lookin pick later tonight
4222,0,stupid auto correct phon
4223,0,double eviction week - spiral michael good riddance them!
4224,0,"\the world suffers lot... violence bad people. silence good people!\"""
4225,0,"ok thats cool. , either raglan rd edward rd. behind cricket ground. gimme ring ur closeby see tuesday."
4226,0,buy one egg da..please:)
4227,0,started sky
4228,0,bookedthe hut? also time off? way?
4229,0,several sir.
4230,0,u really pig leh sleep much. dad wake 10 smth 2 eat lunch today.
4231,0,i'm home. please cal
4232,0,love ... hope anything drastic. dare sell pc phone ...
4233,0,reached home. . . tired now. . come tomorro
4234,1,freemsg: records indicate may entitled 3750 pounds accident had. claim free reply yes msg. opt text stop
4235,1,"u win å£100 music gift vouchers every week starting txt word draw 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscript"
4236,0,life style garments account please.
4237,0,lol wtf random. btw lunch break
4238,0,"sez, hows u & de arab boy? hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx"
4239,0,"lay man! let know missed thought off. great day. send bimbo ugo's numbers, ill appreciate. saf"
4240,0,detroit. home snow. enjoy it.
4241,1,show ur colours! euro 2004 2-4-1 offer! get england flag & 3lions tone ur phone! click following service message info!
4242,0,okie...
4243,0,"aight, i'm chillin friend's room text way"
4244,0,toshiba portege m100 gd?
4245,0,well welp sort semiobscure internet th
4246,1,text pass 69669 collect polyphonic ringtones. normal gprs charges apply only. enjoy ton
4247,1,"accordingly. repeat, text word ok mobile phone send"
4248,0,loosu go hospital. de dont let careless.
4249,0,much eighth?
4250,0,omg joanna freaking out. looked thru friends find photos me. asking stuff myspace even logged like year. :/
4251,0,"send ur birthdate month year, tel u ur life partner's name. method calculation. reply must."
4252,0,juz havent woke bit blur blur... can? dad went liao... cant cum oso...
4253,0,"clothes, jewelry, trips?"
4254,1,block breaker comes deluxe format new features great graphics t-mobile. buy å£5 replying get bbdeluxe take challeng
4255,0,aah! cuddle would lush! i'd need lots tea soup kind fumbling!
4256,1,important information 4 orange user . today lucky day!2find log onto http://www.urawinner.com there's fantastic surprise awaiting you!
4257,0,late.
4258,0,sad story man - last week b'day. wife did'nt wish me. parents forgot n kids . went work. even colleagues wish.
4259,0,plans family set stone ?
4260,0,pls dont forget studi
4261,0,never believe actually got taunton. wow
4262,0,"den weekdays got special price... haiz... cant eat liao... cut nails oso muz wait finish drivin wat, lunch still muz eat wat..."
4263,0,broke list reasons nobody's town can't tell sarcastic faggi
4264,0,&lt;decimal&gt; common car better buy china asia. find less expensive. i.ll holla
4265,0,greatest test courage earth bear defeat without losing heart....gn tc
4266,0,sorry im stil fucked last nite went tobed 430 got 4 work 630
4267,0,hey whats plan sat?
4268,0,beauty sleep help ur pimples too.
4269,0,great. hope using connections mode men also cos never know old friends lead today
4270,1,natalja (25/f) inviting friend. reply yes-440 no-440 see her: www.sms.ac/u/nat27081980 stop? send stop frnd 62468
4271,0,get those?
4272,0,"kind of. missed train cos asthma attack, nxt one half hr driving in. sure park."
4273,0,ball moving lot.will spin last :)so difficult bat:)
4274,0,haiyoh... maybe hamster jealous million
4275,0,please send aunty's numb
4276,0,i'm glad. following dreams.
4277,0,i've reached home finally...
4278,1,"urgent. important information 02 user. today lucky day! 2 find , log onto http://www.urawinner.com fantastic surprise awaiting !"
4279,1,winner!! valued network customer selected receivea å£900 prize reward! claim call 09061701461. claim code kl341. valid 12 hours only.
4280,0,"wn u r hurt prsn close 2 u, fight wit dem. coz somtimes dis fight saves relation bt quiet leaves nothin relation.. gud eveb-)"
4281,0,u call now...
4282,0,"science tells chocolate melt sunlight. please walk sunlight. bcoz,i want loss sweet friend."
4283,0,yes. come nyc audiitions trying relocate.
4284,0,pock
4285,0,congrats. that's great. wanted tell tell score cos might make relax. motivating thanks shar
4286,0,wud never mind u dont miss u dont need me.. u wil really hurt wen u need &amp; u dont tell me......... take care:-)
4287,0,hey mr whats name bill brison book one language word
4288,0,"okay, good, problem, thanx!"
4289,0,"information, ikea spelled caps. yelling. thought left you, sitting bed among mess came in. said going got home class. please try bullshit me. makes want listen less."
4290,0,call u're done...
4291,0,g.w.r
4292,0,best watch say cause get drunk motherfuck
4293,1,kit strip - billed 150p. netcollex ltd. po box 1013 ig11 oja
4294,1,hmv bonus special 500 pounds genuine hmv vouchers won. answer 4 easy questions. play now! send hmv 86688 info:www.100percent-real.com
4295,1,please call 08712402578 immediately urgent message wait
4296,1,thesmszone.com lets send free anonymous masked messages..im sending message there..do see potential abuse???
4297,1,"well done! 4* costa del sol holiday å£5000 await collection. call 09050090044 toclaim. sae, tcs, pobox334, stockport, sk38xh, costå£1.50/pm, max10min"
4298,0,hurt me... tease me... make cry... end life die plz keep one rose grave say stupid miss u.. nice day bslvyl
4299,0,"erm... woodland avenue somewhere. get parish magazine, telephone number there."
4300,0,ta jobs available? let know please cos really need start work
4301,0,aiyar hard 2 type. u later free tell call n scold n tell u.
4302,0,yup i'm free...
4303,0,"good good, billy mates gone. jogging, again! enjoy concert?"
4304,0,yo come carlos soon
4305,0,awww dat sweet! think something he! nice time tonight ill probably txt u later cos im lonely :( xxx.
4306,0,guess useless calling u 4 something important.
4307,0,ha ha - popped loo hello-ed me. hello!
4308,0,dint tell anything. angry told abi.
4309,1,someone u know asked dating service 2 contact you! cant guess who? call 09058091854 revealed. po box385 m6 6wu
4310,0,happens r 2waxsto wat want. come ill get medical insurance. she'll able deliver basic care. i'm currently shopping right medical insurance her. give til friday morning. thats i.ll see major person guide right insurance.
4311,0,keep ten rs shelf:) buy two egg.
4312,0,"well babe, swollen glands throat ... end ?"
4313,0,ur changes 2 da report big? cos i've already made changes 2 da previous report.
4314,0,captain room:)
4315,0,"can't speak, bcaz mobile problem. listen cann't listen voice. calls later."
4316,0,hiya stu wot u 2.im much truble home moment evone hates even u! wot hell av done now? wont u tell text bck please luv dan
4317,0,s...i take mokka players only:)
4318,0,still playing gautham?
4319,0,hey mr going sea view couple gays mean games! give bell ya finish
4320,0,"k, jason says he's gonna around i'll around &lt;#&gt;"
4321,0,sorry . able get you. see morning.
4322,0,aight well keep inform
4323,0,number sir
4324,0,searching good dual sim mobile pa.
4325,0,seems unnecessarily hostil
4326,0,dude got haircut. breezi
4327,1,"congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm"
4328,0,1apple/day=no doctor. 1tulsi leaf/day=no cancer. 1lemon/day=no fat. 1cup milk/day=no bone problms 3 litres watr/day=no diseases snd ths 2 u care..:-)
4329,0,thought king hill thing there.
4330,0,nope i'll come online now..
4331,0,also tell said happy birthday
4332,0,bishan lei... tot ì_ say lavender?
4333,0,boo time u get out? u supposed take shopping today. :(
4334,0,"u sound like manky scouse boy steve,like! travelling da bus home.wot u inmind 4 recreation dis eve?"
4335,0,"fyi i'm taking quick shower, epsilon like &lt;#&gt; min"
4336,0,tuesday night r u 4 r
4337,0,yes appt again?
4338,0,got outta class gonna go gym.
4339,0,want sent &lt;#&gt; mesages today. thats y. sorry hurt
4340,0,ìï write wat..
4341,0,ha! say read anything way u seemed. like 2 judgemental....i save fridays pub!
4342,0,valentine game. . . send dis msg ur friends. . 5 answers r someone really loves u. . ques- colour suits best?
4343,0,hi:)did asked waheeda fathima leave?
4344,0,enjoy urself tmr...
4345,0,still around? could use half-8th
4346,1,u 447801259231 secret admirer looking 2 make contact u-find r*reveal thinks ur special-call 09058094597
4347,0,give us back id proof &lt;#&gt; rs. wont allow work. come home within day
4348,0,ìï bot notes oredi... cos juz rem got...
4349,0,yes. rent expensive way save.
4350,0,"night ended another day, morning come special way. may smile like sunny rays leaves worries blue blue bay. gud mrng"
4351,0,hows pain dear?y r u smiling?
4352,0,"fun fact: although would think armand would eventually build tolerance shit considering much smokes, gets fucked like 2 hit"
4353,1,important information 4 orange user 0789xxxxxxx. today lucky day!2find log onto http://www.urawinner.com there's fantastic surprise awaiting you!
4354,0,"sorry, can't help this."
4355,0,great. send account number.
4356,0,"hellogorgeous, hows u? fone charge lst nitw wen u texd me. hopeu ad nice wkend im sure u lookin 4ward 2 c-in u 2mrw luv jaz"
4357,1,"dating service asked 2 contact u someone shy! call 09058091870 revealed. pobox84, m26 3uz 150p"
4358,0,ìï send contents page...
4359,0,"night sweet, sleep well! i've see exorcism emily rose may never sleep again! hugs snogs!"
4360,0,"think \what u got\"" think \""how use got\"" good ni8"""
4361,0,"can't right second, gotta hit people first"
4362,0,"evry emotion dsn't hav words.evry wish dsn't hav prayrs.. u smile,d world wit u.othrwise even drop tear dsn't lik 2 stay wit u.so b happy.. good morning, keep smiling:-)"
4363,0,you. rememb
4364,0,ujhhhhhhh computer shipped address sandiago parantella lane. wtf. poop.
4365,0,mm yes dear look hugging both. :-p
4366,0,like dis sweater fr mango size already irritating.
4367,0,1 number 2 gonna massive pain ass i'd rather get involved that's poss
4368,0,anytime lor...
4369,1,want new video handset? 750 time network mins? unlimited text? camcorder? reply call 08000930705 del sat
4370,0,purity friendship two smiling reading forwarded message..its smiling seeing name. gud evng
4371,1,"ur balance å£600. next question: complete landmark, big, a. bob, b. barry c. ben ?. text a, b c 83738. good luck!"
4372,0,fine..absolutly fin
4373,0,k sure consent forms :v
4374,1,ur tonexs subscription renewed charged å£4.50. choose 10 polys month. www.clubzed.co.uk *billing msg*
4375,1,"don't, prize go another customer. t&c www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back busi"
4376,0,much torch 9ja.
4377,0,"nothing, u dinner w us?"
4378,0,you. check
4379,0,done internet connection v slow canû÷t send it. try later first thing tomo.
4380,0,mathews tait edwards anderson
4381,0,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex .by way this? dont know number. jok
4382,0,need lar go engin? cos sis arts today...
4383,0,thanks honey still heard anything leave bit longer 2 crowd try later - great advice thanks hope cardiff still there!
4384,1,want new nokia 3510i colour phone delivered tomorrow? 200 free minutes mobile + 100 free text + free camcorder reply call 8000930705
4385,0,", im .. snowboarding trip. wondering planning get everyone together befor go..a meet greet kind affair? cheers,"
4386,0,s.i'm watching live..
4387,0,"see then, we're christmassy here!"
4388,0,"k i'm ready, &lt;#&gt; ?"
4389,0,"know god created gap fingers..? that, one made comes &amp; fills gaps holding hand love..!"
4390,0,greatest test courage earth bear defeat without losing heart....gn tc
4391,0,new years plans?
4392,1,recpt 1/3. ordered ringtone. order processed...
4393,0,baaaaaaaabe! wake ! miss ! crave you! need you!
4394,0,"got message, ignoring you. yes, was. shop"
4395,0,dear :-/ mood off. cant drive brother dr
4396,0,dad get back.
4397,0,"tell shola please go college medicine visit academic department, tell academic secretary current situation ask transfer there. ask someone check sagamu thing lautech. vital completes medical education nigeria. less expensive much less expensive. unless getting citizen rates new zealand."
4398,0,yes finished watching days lives. love it.
4399,0,juz go google n search 4 qet...
4400,0,many times lose best ones bcoz
4401,0,"good friends care other.. close friends understand other... true friends stay forever beyond words, beyond time. gud ni8"
4402,0,getting back hom
4403,0,"sorry, i'll call later &lt;#&gt; min"
4404,0,dun need use dial juz open da browser n surf...
4405,1,one registered subscribers u enter draw 4 100 g.b. gift voucher replying enter. unsubscribe text stop
4406,0,"awesome, plan get time like &lt;#&gt; , i'll text details wee bit"
4407,0,take care sleep well.you need learn change life.you need get convinced that.i wait conversations us.get convinced time.your family many senses.respect overemphasise.or u role life.
4408,1,"chance win free bluetooth headset simply reply back \adp\"""""
4409,0,also didnt get na hi hi hi hi hi
4410,0,ya cant display internal subs gotta extract
4411,0,said anything wrong sorry de:-)
4412,0,sad story man - last week b'day. wife did'nt wish me. parents forgot n kids . went work. even colleagues wish.
4413,0,stupid say challenge god.you dont think write instead respond immed.
4414,0,"yeah able to, i'll text i'm ready meet"
4415,0,v skint fancied bevies.waz gona go meet &othrs spoon jst bin watchng planet earth&sofa v comfey; dont make hav gd night
4416,0,"says he's quitting least5times day wudn't take much notice that. nah, mind. gonna see again? want come taunton tonight? u tell !"
4417,0,"get free, cal"
4418,0,little darlings far week? need coffee run tomo?can't believe time week already û_
4419,0,ok msg u b4 leave house.
4420,0,still west coast... haiz... ìï'll take forever come back...
4421,0,mmm ... fuck .... merry christma
4422,0,alright. thanks advice. enjoy night out. i'ma try get sleep...
4423,0,update face book status frequently :)
4424,0,saw message.it k da:)
4425,0,something u ate?
4426,0,bank say money?
4427,0,aiyar dun disturb u liao... thk u lots 2 aft ur cupboard come...
4428,0,hey r watching movie tonight i'll prob b home early...
4429,0,yar lor... u noe? u used dat route too?
4430,0,2mro coming gym machan. goodnight.
4431,0,dont think need yellow card uk travel. ask someone gone before. &lt;#&gt; buck
4432,0,u look 4 da lib got stuff havent finish yet.
4433,0,sounds great! im going sleep now. good night!
4434,1,b floppy... b snappy & happy! gay chat service photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324
4435,0,"house-maid murderer, coz man murdered &lt;#&gt; th january.. public holiday govt.instituitions closed,including post office..understand?"
4436,0,come u got nothing do?
4437,0,nothing ever easy. looking reason take risk life lov
4438,0,want grasp pretty booty :)
4439,0,i've got tea. sure flavour
4440,0,i'm going 2 orchard laready reaching soon. u reaching?
4441,0,dear denying words pleas
4442,0,know old dom told yesterday ? name roger? got touch last night wants meet today 2 pm
4443,0,come back tampa ffffuuuuuuu
4444,0,"2 celebrate båõday, else?"
4445,0,merry christmas u annie!
4446,0,please tell special stock talk
4447,0,sent them. like?
4448,1,"urgent ur awarded complimentary trip eurodisinc trav, aco&entry41 å£1000. claim txt dis 87121 18+6*å£1.50(morefrmmob. shracomorsglsuplt)10, ls1 3aj"
4449,0,"awesome, minut"
4450,0,"problem. walk around \julianaland\"" oblivious going around you. say things constantly go one ear go whatever want do. know i'm upset--it's listen tell going upset me. want surprised i'm mad."""
4451,0,i've told everything stop. dont let get dehydrated.
4452,0,guess &lt;#&gt; min
4453,0,i'm home. ard wat time u reach?
4454,0,"storming msg: wen u lift phne, u say \hello\"" u knw wt real meaning hello?? . . . name girl..! . . . yes.. u knw dat girl?? \""margaret hello\"" girlfrnd f grahmbell invnted telphone... . . . . moral:one 4get name person"
4455,0,"want mapquest something look \usf dogwood drive\"""
4456,0,aight plan come later tonight?
4457,0,die... accidentally deleted e msg suppose 2 put e sim archive. haiz... sad...
4458,1,"welcome uk-mobile-date msg free giving free calling 08719839835. future mgs billed 150p daily. cancel send \go stop\"" 89123"""
4459,0,wishing great day. moji told offer always speechless. offer easily go great lengths behalf stunning. exam next friday. keep touch more. sorry.
4460,0,"thanks reply today. ur visa coming in. r u still buying gucci bags. sister things easy, uncle john also bills really need think make money. later sha."
4461,0,"sorry flaked last night, shit's seriously goin roommate, tonight?"
4462,0,said look pretty wif long hair wat. thk he's cutting quite short 4 leh.
4463,0,ranjith cal drpd deeraj deepak 5min hold
